slug,title,description,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients,ingredient_count,steps,step_count,allergens,tags,tipNote,servingSuggestion
kakaolu-protein-shake,Kakaolu Protein Shake,"Süt, muz, kakao ve protein tozuyla hazırlanan doyurucu shake.",ICECEK,tr,EASY,5,0,5,1,320,Süt 1.5 su bardağı | Muz 1 adet | Kakao 1 yemek kaşığı | Protein tozu 1 ölçek | Buz 0.5 su bardağı,5,"1. Sütü blender haznesine dökün. || 2. Muz, kakao, protein tozu ve buzu ekleyin. || 3. Karışımı 45 saniye blenderdan geçirin.",3,SUT,"yuksek-protein,pratik,alkolsuz,vejetaryen",Protein tozunu sıvının üzerine ekleyin; blenderda topaklanma azalır.,Spor sonrası soğuk servis edin.
kakuleli-sicak-cikolata,Kakuleli Sıcak Çikolata,"Kakuleli sıcak çikolata, koyu kakao tadını hafif baharat sıcaklığıyla yuvarlayan yoğun bir kış içeceğidir.",ICECEK,tr,EASY,5,8,13,2,230,Süt 400 ml | Bitter çikolata 80 gr | Kakao 1 yemek kaşığı | Kakule 2 adet | Rendelenmiş çikolata 1 yemek kaşığı,5,1. Süt ve kakuleyi cezvede ısıtın. || 2. Çikolata ve kakaoyu ekleyip karıştırın. || 3. İçeceği fincanlara alıp rendelenmiş çikolatayla servis edin.,3,SUT,"alkolsuz,kis-tarifi,vejetaryen",Çikolatayı süt kaynamadan önce eklemek daha parlak kıvam verir.,Üzerine rendelenmiş çikolata serperek sıcak servis edin.
kakuleli-sicak-elma-suyu,Kakuleli Sıcak Elma Suyu,Elma suyu kakule ve tarçınla ısınınca kahvesiz ama aynı ölçüde rahatlatıcı bir sıcak içecek çıkar.,ICECEK,us,EASY,3,10,13,3,80,Elma suyu 750 ml | Kakule 4 adet | Tarçın çubuğu 1 adet | Portakal kabuğu 2 şerit (opsiyonel),4,1. Tüm malzemeleri küçük tencereye alın. || 2. Kısık ateşte 8-10 dakika ısıtın. || 3. Süzüp fincanlara paylaştırın.,3,,"alkolsuz,30-dakika-alti,vejetaryen,vegan",İçeceği kaynatmak yerine ısıtın; elma suyunun taze tadı daha iyi korunur.,Tarçın çubuğuyla sıcak servis edin.
kakuleli-turk-kahvesi,Kakuleli Türk Kahvesi,"Kakuleli Türk kahvesi, klasik kahve fincanına hafif baharat kokusu ekleyerek daha uzun bir tat izi bırakır.",ICECEK,tr,EASY,3,4,7,2,18,Türk kahvesi 2 tatlı kaşığı | Su 140 ml | Kakule 2 adet | Şeker 1 tatlı kaşığı,4,"1. Kakuleyi hafifçe dövün. || 2. Kahve, su, kakule ve şekeri cezveye alın. || 3. Kahveyi kabartıp fincanlara paylaştırın.",3,,"alkolsuz,kis-tarifi,vejetaryen,vegan","Kakuleyi ince dövmek, kahvenin içinde iri parçalar bırakmadan aroma verir.",Küçük fincanlarda sıcak servis edin.
kanelbullar,Kanelbullar,"İsveç tarçınlı çöreği kanelbullar, tereyağlı katmanları ve kakuleli hamuruyla kahve saatinin simgesidir.",YEMEK,se,MEDIUM,25,20,45,10,284,Un 4 su bardağı | Süt 1 su bardağı | Tereyağı 125 gr | Tarçın 2 tatlı kaşığı | Yumurta 1 adet,5,1. Hamuru yoğurup 15 dakika dinlendirin. || 2. Açıp tereyağı ve tarçın sürerek rulo yapın. || 3. Dilimleyip 190°C fırında 18-20 dakika pişirin.,3,"GLUTEN,SUT,YUMURTA","misafir-sofrasi,vejetaryen",Hamuru çok unlamayın; yumuşak hamur pişince daha katmanlı kalır.,Üstüne iri taneli şeker serperek ılık servis edin.
kanelbulle,Kanelbulle,"İsveç kanelbulle, kakuleli mayalı hamur ve tarçınlı tereyağı dolguyla yumuşak bir çörek olur.",KAHVALTI,se,MEDIUM,70,15,85,12,260,Un 600 gr — Hamur için | Süt 300 ml — Hamur için | Tereyağı 120 gr — Dolgu için | Tarçın 2 yemek kaşığı — Dolgu için,4,"1. Un, süt ve mayayla hamur yoğurup 45 dakika mayalandırın. || 2. Hamuru açıp tarçınlı tereyağıyla kaplayın. || 3. Çörekleri 200°C fırında 15 dakika pişirin.",3,"GLUTEN,SUT",vejetaryen,Hamuru fazla unlamayın; hafif yapışkan hamur pişince yumuşak kalır.,Kahve yanında ılık servis edin.
kapuska,Kapuska,"Lahana, kıyma ve pirinçle hazırlanan ekonomik ve doyurucu tencere yemeği.",YEMEK,tr,EASY,20,40,60,5,260,Beyaz lahana 1 kg | Dana kıyma 250 gr | Soğan 1 adet | Pirinç 3 yemek kaşığı | Domates salçası 1 yemek kaşığı | Zeytinyağı 3 yemek kaşığı | Sıcak su 2 su bardağı | Tuz 1 tatlı kaşığı,8,"1. Soğan ve kıymayı zeytinyağında 8 dakika kavurun. || 2. Salça, doğranmış lahana, pirinç, sıcak su ve tuzu ekleyin. || 3. Kısık ateşte lahana yumuşayana kadar 35-40 dakika pişirin.",3,,"tek-tencere,butce-dostu",Lahanayı ekledikten sonra tencerenin kapağını kapatın; hacmi kısa sürede azalır.,Yoğurt ve pul biberle servis edin.
karaage,Karaage,Japon karaage tavuk parçaları soya ve zencefil marinasyonundan sonra çıtır kızarır.,YEMEK,jp,MEDIUM,35,15,50,4,380,Tavuk but 700 gr | Soya sosu 3 yemek kaşığı — Marine için | Zencefil 20 gr — Marine için | Patates nişastası 120 gr,4,1. Tavuğu soya sosu ve zencefille 25 dakika marine edin. || 2. Tavuğu nişastaya bulayın. || 3. Parçaları 170°C yağda 12-15 dakika kızartın.,3,SOYA,yuksek-protein,,
karadeniz-hamsi-kayganasi,Karadeniz Hamsi Kayganası,"Karadeniz tavalarında hamsi, mısır unu ve yumurtayla kahvaltılık çıtır bir kaygana olur.",KAHVALTI,th,MEDIUM,20,12,32,4,290,Hamsi 500 gr | Masa harina 80 gr | Yumurta 3 adet | Maydanoz 0.5 demet | Limon 1 adet,5,"1. Hamsileri ayıklayıp doğrayın. || 2. Yumurta, masa harina ve maydanozla karıştırın. || 3. Yağlı tavada iki yüzünü 6 dakika pişirin.",3,"DENIZ_URUNLERI,YUMURTA",yuksek-protein,Hamsileri kılçıksız ayıklayın; kaygana dilimlenirken dağılmaz.,Roka ve limonla servis edin.
karadeniz-lahana-sarmasi,Lahana Sarması,"Karadeniz kara lahanası bulgurlu içle sarılır, tencerede ekşi ve doyurucu bir yemek olur.",YEMEK,tr,HARD,50,55,105,6,260,Kara lahana 2 demet | Bulgur 1.5 su bardağı | Soğan 2 adet | Domates salçası 1 yemek kaşığı,4,"1. Lahana yapraklarını 5 dakika haşlayıp süzün. || 2. Bulgur, soğan ve salçayla iç hazırlayın. || 3. Sarmaları tencereye dizip 50 dakika pişirin.",3,GLUTEN,"butce-dostu,vejetaryen,vegan",,
karadeniz-misir-ekmegi,Mısır Ekmeği,"Karadeniz mısır ekmeği yoğun dokulu, sıcak çorba ve yoğurtlu yemeklere güçlü bir eşlikçidir.",APERATIF,tr,EASY,15,35,50,8,210,Mısır unu 400 gr | Yoğurt 250 gr | Yumurta 1 adet | Sıvı yağ 80 ml,4,"1. Mısır unu, yoğurt, yumurta ve yağı karıştırın. || 2. Hamuru yağlanmış tepsiye yayın. || 3. 190°C fırında 35 dakika pişirin.",3,"SUT,YUMURTA","butce-dostu,vejetaryen",,
karadeniz-pidesi,Karadeniz Pidesi,"Taş fırın ruhunu taşıyan Karadeniz pidesi, tereyağı ve peynirle ortası açık pişer.",YEMEK,tr,MEDIUM,45,18,63,4,480,Un 500 gr | Maya 7 gr | Trabzon peyniri 350 gr | Tereyağı 60 gr | Yumurta 2 adet,5,"1. Un, maya ve suyla hamur yoğurup 35 dakika mayalandırın. || 2. Hamuru açıp peynir ve tereyağıyla doldurun. || 3. 230°C fırında 18 dakika pişirip yumurta ekleyin.",3,"GLUTEN,SUT,YUMURTA",vejetaryen,,
karalahana-sarmasi-karadeniz-usulu,Karalahana Sarması,"Karadeniz usulü karalahana sarması, yaprakların pirinçli içle sarılıp ekşili suda ağır ağır piştiği yerel bir tencere yemeğidir.",YEMEK,tr,MEDIUM,35,40,75,6,248,Karalahana 18 yaprak | Pirinç 1 su bardağı | Soğan 2 adet | Domates salçası 1 yemek kaşığı | Zeytinyağı 4 yemek kaşığı | Tuz 1 çay kaşığı | Yoğurt 250 gr,7,"1. Karalahana yapraklarını 2 dakika haşlayıp süzün. || 2. Pirinç, soğan, salça, zeytinyağı ve tuzu karıştırıp iç harcı hazırlayın. || 3. Yapraklara harç sarın ve sarmaları 30 dakika pişirip yoğurtla servis edin.",3,SUT,"vejetaryen,misafir-sofrasi",Lahana yapraklarını kısa haşlayın; fazla yumuşarsa sararken yırtılır.,Yanına yoğurt koyarak sıcak servis edin.
karidesli-smorrebrod,Karidesli Smørrebrød,"Açık yüzlü karidesli smørrebrød, çavdar ekmeği üstünde yumurta ve otlarla sakin ama zengin bir İskandinav sabahı kurar.",KAHVALTI,se,EASY,15,8,23,2,320,Çavdar ekmeği 4 dilim | Haşlanmış yumurta 2 adet | Haşlanmış karides 120 gr | Dereotu 0.25 demet,4,1. Ekmeği hafifçe kızartın. || 2. Yumurta dilimleri ve karidesi üstüne yerleştirin. || 3. Dereotu ve 1 çay kaşığı limon suyuyla tamamlayın.,3,"GLUTEN,YUMURTA,DENIZ_URUNLERI",30-dakika-alti,Ekmeği hafif kızartın; yumurta ve karides nemi tabanı gevşetmez.,Yanına dereotlu salatalık koyarak servis edin.
karniyarik,Karnıyarık,Türk mutfağının vazgeçilmez et yemeklerinden biri. Kızartılmış patlıcanların arasına kıymalı harç doldurularak fırında pişirilir.,YEMEK,tr,MEDIUM,20,40,60,4,320,Patlıcan 4 adet | Kıyma 300 gr | Soğan 2 adet | Domates 2 adet | Biber salçası 1 yemek kaşığı | Sivri biber 2 adet (opsiyonel) | Sarımsak 3 diş | Tuz 1 çay kaşığı | Karabiber 0.5 çay kaşığı | Sıvı yağ 3 yemek kaşığı,10,"1. Patlıcanları yıkayın ve alacalı soyun. Ortadan yarıp tuzlu suda 15 dakika bekletin. || 2. Patlıcanları sudan çıkarıp kurulayın. Kızgın yağda her iki tarafını kızartın. || 3. Soğanları ince doğrayın. Ayrı bir tavada yağda pembeleşene kadar kavurun. || 4. Kıymayı ekleyin, suyunu çekene kadar karıştırarak pişirin. || 5. Doğranmış domatesleri, salçayı, sarımsağı ve baharatları ekleyin. 5 dakika pişirin. || 6. Kızartılmış patlıcanları tepsiye dizin, ortalarını açıp kıymalı harcı doldurun. || 7. Önceden ısıtılmış 180°C fırında 25 dakika pişirin.",7,,"firinda,misafir-sofrasi",Patlıcanları tuzlu suda bekletmek hem acılığını alır hem de yağ çekmesini azaltır.,Pilav ve cacık ile servis edin.
karpuzlu-agua-fresca,Karpuzlu Agua Fresca,"Karpuz, misket limonu ve naneyle hazırlanan Meksika usulü hafif içecek.",ICECEK,mx,EASY,10,0,10,4,45,Karpuz 4 su bardağı | Soğuk su 2 su bardağı | Misket limonu suyu 3 yemek kaşığı | Şeker 2 yemek kaşığı | Nane 8 yaprak | Buz 1 su bardağı,6,"1. Karpuz, su, misket limonu suyu ve şekeri blenderdan geçirin. || 2. Karışımı ince süzgeçten geçirip sürahiye alın. || 3. Nane ve buz ekleyip hemen servis edin.",3,,"vegan,yaz-tarifi,alkolsuz,vejetaryen",Karpuz çekirdeklerini ayıklayın; süzme işlemi daha temiz sonuç verir.,Uzun bardakta buzla servis edin.
kars-ketesi,Kars Ketesi,"Kars kahvaltılarının tereyağlı ketesi, kavrulmuş un içiyle kat kat ve tok bir hamur işidir.",KAHVALTI,tr,HARD,60,30,90,8,310,Un 4 su bardağı — Hamur için | Süt 1 su bardağı — Hamur için | Tereyağı 150 gr — Hamur için | Un 1 su bardağı | Yumurta 1 adet,5,1. Hamur malzemelerini yoğurup 30 dakika dinlendirin. || 2. İç için unu tereyağında 8 dakika kavurun. || 3. Hamuru açıp içle kapatın. || 4. 190°C fırında 25-30 dakika pişirin.,4,"GLUTEN,SUT,YUMURTA",vejetaryen,İç unu kokusu çıkana kadar kavurun; çiğ un tadı kalmaz.,Çay ve peynirle servis edin.
kasarli-tost,Kaşarlı Tost,"Erimiş kaşar peynirli, çıtır çıtır tost. Hızlı ve doyurucu.",KAHVALTI,tr,EASY,3,5,8,1,320,Tost ekmeği 2 dilim | Kaşar peyniri 60 gr | Tereyağı 1 tatlı kaşığı,3,1. Ekmeklerin arasına kaşar peyniri koyun. || 2. Tost makinesinde veya tavada her iki tarafı kızartın.,2,"GLUTEN,SUT","pratik,30-dakika-alti,cocuk-dostu,vejetaryen",,
kasha-grechka,Kasha Grechka,"Kasha grechka, karabuğdayın tereyağı ve mantarla tane tane pişirildiği sade Rus pilavıdır.",YEMEK,ru,EASY,10,25,35,4,260,Karabuğday 1.5 su bardağı | Mantar 250 gr | Tereyağı 40 gr | Soğan 1 adet,4,1. Karabuğdayı kuru tavada 3 dakika kavurun. || 2. Soğan ve mantarı tereyağında 8 dakika pişirin. || 3. Karabuğdayla birlikte 20 dakika pişirin.,3,SUT,vejetaryen,Karabuğdayı kuru tavada 3 dakika kavurun; fındıksı aroması belirginleşir.,Mantar sote ve dereotuyla sıcak servis edin.
kastamonu-banduma,Kastamonu Banduma,"Kastamonu banduması, hindi eti, yufka ve cevizle kat kat kurulan zengin bir yöresel tabaktır.",YEMEK,tr,HARD,35,90,125,6,560,Hindi but 1.2 kg | Kuru yufka 5 adet | Ceviz 180 gr — Servis için | Tereyağı 80 gr — Servis için,4,"1. Hindi etini 90 dakika haşlayıp didikleyin. || 2. Yufkaları et suyuna batırıp tepsiye dizin. || 3. Hindi, ceviz ve tereyağıyla katları tamamlayın.",3,"GLUTEN,SUT,KUSUYEMIS",misafir-sofrasi,Yufkayı et suyuna batırıp hemen çıkarın; uzun bekletirseniz parçalanır.,Ceviz ve kızgın tereyağıyla sıcak servis edin.
katmer,Katmer,İnce açılan hamurun yağlanıp katlanmasıyla tavada pişen geleneksel hamur işi.,KAHVALTI,tr,MEDIUM,35,20,55,4,470,Un 3 su bardağı | Su 1 su bardağı | Tuz 1 çay kaşığı | Tereyağı 80 gr | Sıvı yağ 2 yemek kaşığı,5,"1. Un, su ve tuzu 8 dakika yoğurun, hamuru 20 dakika dinlendirin. || 2. Hamuru ince açıp yağlayın, katlayarak kare şekli verin. || 3. Katmerleri tavada iki yüzü kızarana kadar toplam 4-5 dakika pişirin.",3,"GLUTEN,SUT","vejetaryen,butce-dostu",Hamuru ince açın ve kat aralarına yağı eşit sürün; katmer pişerken tel tel ayrılır.,"Bal, kaymak veya peynirle sıcak servis edin."
katsu-sando,Katsu Sando,"Japon süt ekmeği arasında çıtır tonkatsu dilimleri, lahanayla birlikte düzenli ve tok bir sandviç verir.",KAHVALTI,jp,MEDIUM,20,15,35,2,520,Domuzsuz tonkatsu için tavuk göğsü 300 gr | Japon süt ekmeği 4 dilim | Galeta unu 1 su bardağı | Yumurta 1 adet | Lahana 1 su bardağı,5,1. Tavuk dilimlerini inceltip yumurta ve galeta ununa bulayın. || 2. Tavada iki yüzünü 8 dakika kızartın. || 3. Ekmeğin arasına lahanayı ve dilimlenmiş katsu parçalarını yerleştirip kesin.,3,"GLUTEN,SUT,YUMURTA",misafir-sofrasi,Tonkatsu dilimlerini ekmeğe koymadan 2 dakika dinlendirirseniz pane yumuşamaz.,Yanına ince kıyım lahana salatası ekleyin.
kavrulmus-hojicha-latte,Kavrulmuş Hojicha Latte,"Hojicha latte, kavrulmuş yeşil çayın dumanlı notalarını ılık sütle yuvarlayıp sakin bir fincana taşır.",ICECEK,jp,EASY,6,4,10,1,95,Hojicha tozu 2 çay kaşığı | Sıcak su 40 ml | Süt 180 ml | Bal 1 çay kaşığı (opsiyonel),4,1. Hojicha tozunu sıcak suyla pürüzsüz çırpın. || 2. Sütü ısıtıp karışıma ekleyin. || 3. İsterseniz bal ekleyip servis edin.,3,SUT,"30-dakika-alti,vejetaryen",Hojicha tozunu önce az sıcak suyla açarsanız topak kalmaz.,Üzerine çok az matcha tozu eleyerek servis edin.
kavunlu-naneli-smoothie,Kavunlu Naneli Smoothie,"Kavunlu naneli smoothie, yaz kavununu ferah ot notasıyla birleştirip hafif bir bardak oluşturur.",ICECEK,tr,EASY,6,0,6,2,120,Kavun 300 gr | Nane 6 yaprak | Limon suyu 1 tatlı kaşığı | Buz 4 küp,4,1. Kavunu küp doğrayın. || 2. Malzemeleri blender kabına alın. || 3. Karışımı 30 saniye çekip servis edin.,3,,"alkolsuz,dusuk-kalorili,yaz-tarifi,vejetaryen,vegan",Kavunu önceden soğutmak bardağın kıvamını buzla sulandırmadan korur.,Üzerine nane yaprakları koyarak soğuk servis edin.
kavurmali-yumurta,Kavurmalı Yumurta,"Kavurmalı yumurta, Anadolu kahvaltılarında etin yağını yumurtayla bağlayan doyurucu bir tava işidir.",KAHVALTI,tr,EASY,5,10,15,2,340,Kavurma 120 gr | Yumurta 4 adet | Tereyağı 1 tatlı kaşığı | Pul biber 0.25 çay kaşığı,4,1. Kavurmayı tavada 3 dakika ısıtın. || 2. Yumurtaları üstüne kırıp kapağı kapatın. || 3. Yumurtalar pişince pul biber serpin.,3,"SUT,YUMURTA","30-dakika-alti,yuksek-protein,vejetaryen",Kavurma zaten tuzluysa ayrıca tuz eklemeyin; yumurta tuzu hızla öne taşır.,Yanına domates ve biberle sıcak servis edin.
kayisili-kefir-smoothie,Kayısılı Kefir Smoothie,"Kayısılı kefir smoothie, yaz meyvesini kefirin hafif ekşi yapısıyla birleştiren serin ve tok tutan bir içecektir.",ICECEK,tr,EASY,7,0,7,2,156,Kayısı 4 adet | Kefir 250 ml | Muz 1 adet | Bal 1 tatlı kaşığı | Buz 4 küp,5,1. Kayısıların çekirdeğini çıkarıp dilimleyin. || 2. Tüm malzemeyi blender kabına alın. || 3. Karışımı 40 saniye çekip hemen servis edin.,3,SUT,"alkolsuz,yaz-tarifi,vejetaryen",Kayısıları çok olgun seçmek ilave şekere ihtiyaç bırakmaz.,Üzerine ince kayısı dilimleri koyarak soğuk servis edin.
kaymakli-kayisi-tatlisi,Kaymaklı Kayısı Tatlısı,Şerbetle yumuşayan kuru kayısıların içine kaymak dolunca küçük ama zengin bir tatlı tabağı oluşur.,TATLI,tr,EASY,15,20,35,6,180,Kuru kayısı 18 adet | Su 400 ml | Şeker 100 gr | Kaymak 120 gr,4,1. Su ve şekeri kaynatıp kayısıları ekleyin. || 2. Kayısıları 12 dakika pişirip ılındırın. || 3. Açıp içine kaymak doldurun.,3,SUT,"misafir-sofrasi,vejetaryen",Kayısıları şerbette fazla tutmayın; dağılmadan dolacak kadar yumuşamaları yeterli.,Üzerine ince Antep fıstığı serpip servis edin.
kayseri-mantisi-otantik,Kayseri Mantısı Otantik,"Kayseri mantısının küçük taneleri kıymalı içle kapanır, sarımsaklı yoğurt ve salçalı yağla servis edilir.",YEMEK,tr,HARD,90,15,105,6,520,Un 500 gr | Yumurta 1 adet | Dana kıyma 300 gr | Yoğurt 500 gr,4,"1. Un, yumurta ve suyla sert hamur yoğurun. || 2. Hamuru küçük karelere kesip kıymalı içle kapatın. || 3. Mantıları 12-15 dakika haşlayıp yoğurtla servis edin.",3,"GLUTEN,SUT,YUMURTA",misafir-sofrasi,,
kayseri-nevzine,Kayseri Nevzine,Kayseri'nin tahinli cevizli tatlısı pekmezli şerbetle derin ve tok bir lezzet alır.,TATLI,tr,MEDIUM,25,35,60,10,360,Un 400 gr | Tahin 100 gr | Tereyağı 120 gr | Ceviz 120 gr | Pekmez 150 ml,5,"1. Un, tahin, tereyağı ve cevizi hamur yapın. || 2. 180°C fırında 30 dakika pişirin. || 3. Pekmezli şerbeti üzerine dökün.",3,"GLUTEN,SUT,KUSUYEMIS,SUSAM",vejetaryen,"Şerbet ılık, tatlı sıcak olursa hamur dağılmadan şerbeti çeker.",Ceviz ve kaymakla servis edin.
kayseri-poc,Kayseri Pöç,"Kayseri pöç, kuyruk kısmı etinin fırında uzun süre pişerek kemikten ayrıldığı ağır ama etkileyici bir ana yemektir.",YEMEK,tr,HARD,15,180,195,4,408,Dana pöç 1.2 kg | Domates 3 adet | Yeşil biber 4 adet | Sarımsak 4 diş | Tuz 1 çay kaşığı,5,"1. Eti tavada kısa mühürleyin. || 2. Domates, biber, sarımsak ve tuzla fırın kabına alın. || 3. Yemeği 170°C fırında 170 dakika pişirin.",3,,misafir-sofrasi,"Eti önce kısa mühürlemek, uzun pişirmede dış yüzeyi daha aromalı bırakır.",Yanına domates ve biberlerle sıcak servis edin.
kayseri-yag-mantisi,Kayseri Yağ Mantısı,"Kayseri yağ mantısı, küçük mantıların sarımsaklı yoğurt ve salçalı yağla kaplandığı yoğun lezzetli bir yerel tabaktır.",YEMEK,tr,HARD,55,20,75,6,344,Un 500 gr — Hamur için | Su 220 ml — Hamur için | Dana kıyma 250 gr — İç için | Soğan 1 adet — İç için | Yoğurt 300 gr — Servis için | Sarımsak 2 diş — Servis için | Tereyağı 40 gr — Yağ için | Domates salçası 1 yemek kaşığı — Yağ için,8,1. Un ve suyla hamur yoğurup 20 dakika dinlendirin. || 2. Kıyma ve soğanla iç hazırlayıp mantıları kapatın. || 3. Mantıları 12 dakika haşlayın ve sarımsaklı yoğurt ile salçalı yağla servis edin.,3,"GLUTEN,SUT",misafir-sofrasi,Mantıları çok iri kapatmayın; yağ mantısı küçük boyutta daha dengeli görünür.,Üzerine sarımsaklı yoğurt gezdirerek sıcak servis edin.
kayseri-yaglamasi,Kayseri Yağlaması,"Kayseri'nin şebit katları arasına kıymalı sos yayılan, yoğurtla servis edilen doyurucu hamur yemeği.",YEMEK,tr,HARD,60,35,95,6,580,Un 4 su bardağı — Hamur için | Kuru maya 1 tatlı kaşığı — Hamur için | Dana kıyma 500 gr — Sos için | Domates 3 adet — Sos için | Yoğurt 2 su bardağı — Sos için,5,1. Un ve mayayla hamur yoğurup 40 dakika mayalandırın. || 2. Bezeleri ince açıp tavada pişirin. || 3. Kıyma ve domatesi 20 dakika pişirin. || 4. Şebitleri kıymalı sosla üst üste dizin.,4,"GLUTEN,SUT",misafir-sofrasi,Şebitleri pişirdikten sonra örtü altında tutun; katlarken kırılmaz.,Sarımsaklı yoğurtla dilimleyerek servis edin.
kaytaz-boregi,Kaytaz Böreği,"Kaytaz böreği, kıymalı harcın açık bırakılan mayalı hamur üzerinde piştiği Hatay işi fırın ürünlerinden biridir.",YEMEK,tr,MEDIUM,35,18,53,8,304,Un 550 gr — Hamur için | Kuru maya 1 tatlı kaşığı — Hamur için | Su 300 ml — Hamur için | Dana kıyma 300 gr — Harç için | Soğan 1 adet — Harç için | Domates rendesi 150 ml — Harç için | Limon 1 adet — Servis için,7,"1. Hamuru yoğurup 25 dakika mayalandırın. || 2. Kıyma, soğan ve domates rendesiyle iç harcı hazırlayın. || 3. Hamurları açık yuvarlaklar halinde şekillendirip harcı yerleştirin ve 220°C fırında 15 dakika pişirin.",3,GLUTEN,misafir-sofrasi,Hamurun kenarlarını çok yükseltmeyin; ortadaki harç daha dengeli pişer.,Yanına limon dilimleri koyarak sıcak servis edin.
